RowID,OrderID,OrderDate,ShipMode,CustomerID,CustomerName,Segment,City,State,Country,Region,ProductID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Returned
4387,IN-2023-50536,2023-01-17,Standard Class,JH-15820,John Huston,Consumer,Peshawar,Khyber Pakhtunkhwa,Pakistan,Central Asia,FUR-CH-10000110,Furniture,Chairs,180.6,5,0.2,51.9,No
4388,IN-2023-50536,2023-01-17,Standard Class,JH-15820,John Huston,Consumer,Peshawar,Khyber Pakhtunkhwa,Pakistan,Central Asia,OFF-FA-10004067,Office Supplies,Fasteners,23.355,3,0.5,-6.615,No
4389,IN-2023-12239,2023-01-17,Second Class,BP-11230,Benjamin Patterson,Consumer,Geelong,Victoria,Australia,Oceania,OFF-AR-10002256,Office Supplies,Art,44.037,1,0.1,2.907,No
4390,IN-2023-12239,2023-01-17,Second Class,BP-11230,Benjamin Patterson,Consumer,Geelong,Victoria,Australia,Oceania,TEC-AC-10000483,Technology,Accessories,404.676,4,0.1,-31.524,No
4391,ID-2023-20240,2023-01-17,Second Class,LB-16735,Larry Blacks,Consumer,Tasikmalaya,Jawa Barat,Indonesia,Southeast Asia,OFF-FA-10001838,Office Supplies,Fasteners,14.1192,2,0.47,-7.7808,No
4392,IN-2023-55891,2023-01-17,Standard Class,TH-21115,Thea Hudgings,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-FA-10002635,Office Supplies,Fasteners,37.26,3,0.1,5.31,No
4393,IN-2023-55891,2023-01-17,Standard Class,TH-21115,Thea Hudgings,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-PA-10003020,Office Supplies,Paper,109.998,6,0.1,4.878,No
4394,IN-2023-55891,2023-01-17,Standard Class,TH-21115,Thea Hudgings,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-BI-10000328,Office Supplies,Binders,181.98,4,0.1,50.46,No
4395,IN-2023-55891,2023-01-17,Standard Class,TH-21115,Thea Hudgings,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-AP-10002371,Office Supplies,Appliances,88.965,1,0.1,32.595,No
4396,IN-2023-29676,2023-01-18,Standard Class,SS-20515,Shirley Schmidt,Home Office,Jayapura,Papua,Indonesia,Southeast Asia,FUR-CH-10003232,Furniture,Chairs,1375.8456,4,0.27,94.1256,No
4397,IN-2023-78907,2023-01-19,Standard Class,AJ-10795,Anthony Johnson,Corporate,Whyalla,South Australia,Australia,Oceania,TEC-MA-10002029,Technology,Machines,199.26,2,0.1,35.4,No
4398,IN-2023-78907,2023-01-19,Standard Class,AJ-10795,Anthony Johnson,Corporate,Whyalla,South Australia,Australia,Oceania,OFF-ST-10002499,Office Supplies,Storage,104.166,2,0.1,3.426,No
4399,IN-2023-38440,2023-01-19,First Class,RF-19735,Roland Fjeld,Consumer,Newcastle,New South Wales,Australia,Oceania,OFF-BI-10001659,Office Supplies,Binders,32.67,5,0.1,2.82,No
4400,IN-2023-38440,2023-01-19,First Class,RF-19735,Roland Fjeld,Consumer,Newcastle,New South Wales,Australia,Oceania,OFF-PA-10002974,Office Supplies,Paper,153.414,6,0.1,15.174,No
4401,IN-2023-57445,2023-01-19,Second Class,TG-21640,Trudy Glocke,Consumer,Melbourne,Victoria,Australia,Oceania,FUR-BO-10003945,Furniture,Bookcases,448.578,3,0.1,174.438,No
4402,IN-2023-57445,2023-01-19,Second Class,TG-21640,Trudy Glocke,Consumer,Melbourne,Victoria,Australia,Oceania,FUR-CH-10000391,Furniture,Chairs,165.456,4,0.1,-3.744,No
4403,IN-2023-27695,2023-01-19,First Class,CS-11845,Cari Sayre,Corporate,Kabul,Kabul,Afghanistan,Central Asia,OFF-ST-10003334,Office Supplies,Storage,332.85,7,0,59.85,No
4404,IN-2023-27695,2023-01-19,First Class,CS-11845,Cari Sayre,Corporate,Kabul,Kabul,Afghanistan,Central Asia,FUR-TA-10000434,Furniture,Tables,267.09,1,0,34.71,No
4405,IN-2023-80209,2023-01-20,Second Class,SF-20065,Sandra Flanagan,Consumer,Christchurch,Canterbury,New Zealand,Oceania,TEC-AC-10001611,Technology,Accessories,272.52,6,0,76.14,No
4406,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,FUR-CH-10002247,Furniture,Chairs,1838.52,4,0,349.2,No
4407,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-PA-10004335,Office Supplies,Paper,59.34,2,0,16.56,No
4408,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-LA-10004114,Office Supplies,Labels,26.82,3,0,7.74,No
4409,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,FUR-FU-10002459,Furniture,Furnishings,43.86,1,0,5.25,No
4410,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-AR-10000249,Office Supplies,Art,34.02,2,0,11.22,No
4411,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-ST-10003206,Office Supplies,Storage,193.68,4,0,90.96,No
4412,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-SU-10003085,Office Supplies,Supplies,99,6,0,7.92,No
4413,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-FA-10000549,Office Supplies,Fasteners,21.96,2,0,2.58,No
4414,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-ST-10000622,Office Supplies,Storage,568.32,4,0,45.36,No
4415,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,FUR-BO-10001155,Furniture,Bookcases,424.35,3,0,25.38,No
4416,IN-2023-78809,2023-01-23,Second Class,AG-10900,Arthur Gainer,Consumer,Pune,Maharashtra,India,Central Asia,OFF-PA-10001327,Office Supplies,Paper,144.99,3,0,12.96,No
4417,IN-2023-40533,2023-01-23,Standard Class,BN-11515,Bradley Nguyen,Consumer,Xiangtan,Hunan,China,North Asia,OFF-EN-10003619,Office Supplies,Envelopes,60.06,2,0,21,No
4418,IN-2023-40533,2023-01-23,Standard Class,BN-11515,Bradley Nguyen,Consumer,Xiangtan,Hunan,China,North Asia,OFF-BI-10003646,Office Supplies,Binders,15.66,2,0,3.42,No
4419,IN-2023-40533,2023-01-23,Standard Class,BN-11515,Bradley Nguyen,Consumer,Xiangtan,Hunan,China,North Asia,OFF-SU-10003527,Office Supplies,Supplies,46.26,3,0,11.07,No
4420,IN-2023-21080,2023-01-23,Standard Class,CY-12745,Craig Yedwab,Corporate,Alice Springs,Northern Territory,Australia,Oceania,TEC-PH-10001900,Technology,Phones,128.898,1,0.1,54.408,No
4421,IN-2023-34618,2023-01-23,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Beijing,Beijing,China,North Asia,OFF-SU-10004938,Office Supplies,Supplies,166.8,4,0,15,No
4422,IN-2023-59195,2023-01-24,First Class,SC-20575,Sonia Cooley,Consumer,Brisbane,Queensland,Australia,Oceania,FUR-CH-10001477,Furniture,Chairs,97.038,2,0.1,35.538,No
4423,IN-2023-59195,2023-01-24,First Class,SC-20575,Sonia Cooley,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-LA-10002765,Office Supplies,Labels,39.825,5,0.1,0.825,No
4424,ID-2023-23355,2023-01-25,Second Class,MR-17545,Mathew Reese,Home Office,Bandung,Jawa Barat,Indonesia,Southeast Asia,OFF-AR-10002681,Office Supplies,Art,218.3868,6,0.27,-12.0132,No
4425,IN-2023-37747,2023-01-25,Standard Class,VB-21745,Victoria Brennan,Corporate,Rawalpindi,Punjab,Pakistan,Central Asia,FUR-CH-10003581,Furniture,Chairs,727.536,2,0.2,145.476,No
4426,IN-2023-65145,2023-01-26,Standard Class,CS-11845,Cari Sayre,Corporate,Khulna,Khulna,Bangladesh,Central Asia,FUR-FU-10004780,Furniture,Furnishings,110.1,1,0,1.08,No
4427,IN-2023-65145,2023-01-26,Standard Class,CS-11845,Cari Sayre,Corporate,Khulna,Khulna,Bangladesh,Central Asia,FUR-BO-10001501,Furniture,Bookcases,3709.26,9,0,1594.89,No
4428,IN-2023-73412,2023-01-26,Standard Class,AM-10360,Alice McCarthy,Corporate,Gaya,Bihar,India,Central Asia,TEC-CO-10001419,Technology,Copiers,1590.66,6,0,47.7,No
4429,IN-2023-73412,2023-01-26,Standard Class,AM-10360,Alice McCarthy,Corporate,Gaya,Bihar,India,Central Asia,FUR-CH-10001797,Furniture,Chairs,64.11,1,0,24.36,No
4430,IN-2023-73412,2023-01-26,Standard Class,AM-10360,Alice McCarthy,Corporate,Gaya,Bihar,India,Central Asia,FUR-FU-10001477,Furniture,Furnishings,126,5,0,27.6,No
4431,IN-2023-83772,2023-01-26,Standard Class,TS-21205,Thomas Seio,Corporate,Palmerston North,Manawatu-Wanganui,New Zealand,Oceania,FUR-FU-10002185,Furniture,Furnishings,110.28,2,0,55.14,No
4432,IN-2023-83772,2023-01-26,Standard Class,TS-21205,Thomas Seio,Corporate,Palmerston North,Manawatu-Wanganui,New Zealand,Oceania,OFF-SU-10000180,Office Supplies,Supplies,93.24,2,0,10.2,No
4433,IN-2023-83772,2023-01-26,Standard Class,TS-21205,Thomas Seio,Corporate,Palmerston North,Manawatu-Wanganui,New Zealand,Oceania,FUR-CH-10002589,Furniture,Chairs,171.42,2,0,34.26,No
4434,IN-2023-20744,2023-01-27,Same Day,AS-10135,Adrian Shami,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-AR-10003110,Office Supplies,Art,80.7756,2,0.17,4.8156,No
4435,IN-2023-20744,2023-01-27,Same Day,AS-10135,Adrian Shami,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-AR-10004486,Office Supplies,Art,209.658,5,0.17,22.608,No
4436,IN-2023-68449,2023-01-29,Second Class,PC-18745,Pamela Coakley,Corporate,Mumbai,Maharashtra,India,Central Asia,OFF-EN-10002613,Office Supplies,Envelopes,9.6,2,0.5,-7.32,Yes
4437,IN-2023-68449,2023-01-29,Second Class,PC-18745,Pamela Coakley,Corporate,Mumbai,Maharashtra,India,Central Asia,OFF-ST-10002240,Office Supplies,Storage,86.76,3,0.5,-38.25,Yes
4438,IN-2023-73881,2023-01-29,Standard Class,SE-20110,Sanjit Engle,Consumer,Taiyuan,Shanxi,China,North Asia,OFF-BI-10000871,Office Supplies,Binders,57.75,5,0,17.85,No
4439,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,TEC-CO-10003522,Technology,Copiers,460.98,6,0.35,-241.2,No
4440,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10001026,Office Supplies,Fasteners,22.275,3,0.45,-14.175,No
4441,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10003615,Office Supplies,Fasteners,21.615,5,0.45,-8.685,No
4442,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,TEC-PH-10001921,Technology,Phones,204.75,2,0.25,-38.25,No
4443,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,TEC-AC-10000051,Technology,Accessories,113.949,2,0.45,-49.731,No
4444,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-EN-10001627,Office Supplies,Envelopes,84.1005,3,0.45,-50.5395,No
4445,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,TEC-CO-10001352,Technology,Copiers,250.263,3,0.35,-7.767,No
4446,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,FUR-CH-10001415,Furniture,Chairs,2465.82,7,0.25,197.19,No
4447,ID-2023-25742,2023-01-29,First Class,SC-20695,Steve Chapman,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-EN-10002700,Office Supplies,Envelopes,55.506,2,0.45,-10.134,No
4448,IN-2023-53504,2023-01-30,Standard Class,MC-17425,Mark Cousins,Corporate,Daqing,Heilongjiang,China,North Asia,OFF-BI-10004440,Office Supplies,Binders,13.83,1,0,3.3,No
4449,IN-2023-17545,2023-01-30,Standard Class,GH-14665,Greg Hansen,Consumer,Fujisawa,Kanagawa,Japan,North Asia,FUR-BO-10004529,Furniture,Bookcases,504.09,3,0,60.48,No
4450,IN-2023-40218,2023-01-30,Standard Class,TC-21535,Tracy Collins,Home Office,Datong,Shanxi,China,North Asia,FUR-CH-10004810,Furniture,Chairs,497.7,3,0,104.49,Yes
4451,IN-2023-40218,2023-01-30,Standard Class,TC-21535,Tracy Collins,Home Office,Datong,Shanxi,China,North Asia,OFF-PA-10000116,Office Supplies,Paper,26.52,2,0,5.52,Yes
4452,IN-2023-40218,2023-01-30,Standard Class,TC-21535,Tracy Collins,Home Office,Datong,Shanxi,China,North Asia,OFF-EN-10002613,Office Supplies,Envelopes,38.4,4,0,4.56,Yes
4453,IN-2023-62828,2023-01-31,Second Class,AB-10150,Aimee Bixby,Consumer,Daegu,Daegu,South Korea,North Asia,FUR-FU-10003939,Furniture,Furnishings,207.6,5,0.2,41.4,No
4454,ID-2023-39868,2023-01-31,Standard Class,VB-21745,Victoria Brennan,Corporate,Bandung,Jawa Barat,Indonesia,Southeast Asia,FUR-CH-10003336,Furniture,Chairs,90.9726,2,0.27,-13.7274,No
4455,ID-2023-39868,2023-01-31,Standard Class,VB-21745,Victoria Brennan,Corporate,Bandung,Jawa Barat,Indonesia,Southeast Asia,TEC-CO-10003682,Technology,Copiers,230.733,2,0.07,14.853,No
4456,ID-2023-39868,2023-01-31,Standard Class,VB-21745,Victoria Brennan,Corporate,Bandung,Jawa Barat,Indonesia,Southeast Asia,OFF-FA-10001375,Office Supplies,Fasteners,49.8465,5,0.47,-36.7035,No
4457,IN-2023-62527,2023-01-31,Standard Class,JF-15490,Jeremy Farry,Consumer,Cessnock,New South Wales,Australia,Oceania,OFF-BI-10003713,Office Supplies,Binders,23.22,4,0.1,6.9,No
4458,IN-2023-62527,2023-01-31,Standard Class,JF-15490,Jeremy Farry,Consumer,Cessnock,New South Wales,Australia,Oceania,TEC-PH-10004350,Technology,Phones,479.115,7,0.1,148.995,No
4459,ID-2023-75869,2023-01-31,Standard Class,SA-20830,Sue Ann Reed,Consumer,Ballarat,Victoria,Australia,Oceania,TEC-CO-10003522,Technology,Copiers,531.9,5,0.1,-53.25,No
4460,ID-2023-75869,2023-01-31,Standard Class,SA-20830,Sue Ann Reed,Consumer,Ballarat,Victoria,Australia,Oceania,OFF-PA-10002479,Office Supplies,Paper,138.348,3,0.1,58.338,No
4461,ID-2023-39182,2023-01-31,Standard Class,CD-12280,Christina DeMoss,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,OFF-AR-10003582,Office Supplies,Art,187.0239,7,0.17,-27.1761,No
4462,ID-2023-39182,2023-01-31,Standard Class,CD-12280,Christina DeMoss,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,OFF-PA-10002930,Office Supplies,Paper,80.3772,2,0.17,9.6372,No
4463,ID-2023-39182,2023-01-31,Standard Class,CD-12280,Christina DeMoss,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,OFF-ST-10000016,Office Supplies,Storage,42.2802,3,0.17,7.0902,No
4464,ID-2023-35458,2023-01-31,Standard Class,BM-11785,Bryan Mills,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-AR-10000660,Office Supplies,Art,204.552,4,0.1,-22.728,No
4465,ID-2023-66405,2023-02-01,Standard Class,CA-11965,Carol Adams,Corporate,Balikpapan,Kalimantan Timur,Indonesia,Southeast Asia,FUR-TA-10002172,Furniture,Tables,1461.2895,3,0.47,-110.2905,No
4466,ID-2023-66405,2023-02-01,Standard Class,CA-11965,Carol Adams,Corporate,Balikpapan,Kalimantan Timur,Indonesia,Southeast Asia,TEC-CO-10001407,Technology,Copiers,409.5441,3,0.07,79.2441,No
4467,IN-2023-73293,2023-02-01,Standard Class,SP-20545,Sibella Parks,Corporate,Brisbane,Queensland,Australia,Oceania,OFF-ST-10003295,Office Supplies,Storage,1286.145,7,0.1,228.585,No
4468,IN-2023-20723,2023-02-01,Standard Class,BN-11470,Brad Norvell,Corporate,Guangzhou,Guangdong,China,North Asia,OFF-ST-10000362,Office Supplies,Storage,126.96,1,0,34.26,No
4469,ID-2023-78452,2023-02-01,Standard Class,KB-16315,Karl Braun,Consumer,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-ST-10003837,Office Supplies,Storage,677.8776,4,0.17,-24.6024,No
4470,IN-2023-20618,2023-02-02,Standard Class,RA-19945,Ryan Akin,Consumer,Perth,Western Australia,Australia,Oceania,FUR-CH-10003910,Furniture,Chairs,201.123,3,0.1,75.933,No
4471,ID-2023-66391,2023-02-03,Same Day,DJ-13420,Denny Joy,Corporate,Sydney,New South Wales,Australia,Oceania,OFF-EN-10000454,Office Supplies,Envelopes,31.212,2,0.1,-3.468,No
4472,IN-2023-66216,2023-02-03,Standard Class,ME-17725,Max Engle,Consumer,Ratlam,Madhya Pradesh,India,Central Asia,OFF-ST-10000103,Office Supplies,Storage,397.8,2,0,55.68,No
4473,IN-2023-51040,2023-02-05,Standard Class,KE-16420,Katrina Edelman,Corporate,Huizhou,Guangdong,China,North Asia,TEC-CO-10002380,Technology,Copiers,379.08,2,0,30.3,No
4474,IN-2023-77878,2023-02-06,Second Class,JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,Oceania,TEC-CO-10000660,Technology,Copiers,344.682,2,0.1,34.422,Yes
4475,IN-2023-77878,2023-02-06,Second Class,JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,Oceania,OFF-ST-10001366,Office Supplies,Storage,133.92,5,0.1,-6.03,Yes
4476,IN-2023-77878,2023-02-06,Second Class,JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,Oceania,FUR-CH-10003950,Furniture,Chairs,3709.395,9,0.1,-288.765,Yes
4477,IN-2023-77878,2023-02-06,Second Class,JR-16210,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,Oceania,TEC-AC-10004012,Technology,Accessories,70.794,2,0.1,25.134,Yes
4478,IN-2023-64984,2023-02-06,Second Class,MK-17905,Michael Kennedy,Corporate,Shanghai,Shanghai,China,North Asia,FUR-FU-10001557,Furniture,Furnishings,102.9,2,0,15.42,No
4479,IN-2023-64984,2023-02-06,Second Class,MK-17905,Michael Kennedy,Corporate,Shanghai,Shanghai,China,North Asia,TEC-PH-10000358,Technology,Phones,73.2,1,0,5.1,No
4480,IN-2023-64984,2023-02-06,Second Class,MK-17905,Michael Kennedy,Corporate,Shanghai,Shanghai,China,North Asia,OFF-AP-10003275,Office Supplies,Appliances,622.14,2,0,87.06,No
4481,IN-2023-64984,2023-02-06,Second Class,MK-17905,Michael Kennedy,Corporate,Shanghai,Shanghai,China,North Asia,OFF-EN-10002679,Office Supplies,Envelopes,164.76,4,0,79.08,No
4482,ID-2023-25329,2023-02-06,Standard Class,RF-19735,Roland Fjeld,Consumer,Geraldton,Western Australia,Australia,Oceania,TEC-AC-10002324,Technology,Accessories,206.388,4,0.1,-13.812,No
4483,ID-2023-25329,2023-02-06,Standard Class,RF-19735,Roland Fjeld,Consumer,Geraldton,Western Australia,Australia,Oceania,TEC-PH-10001585,Technology,Phones,877.905,7,0.1,87.675,No
4484,IN-2023-11448,2023-02-07,Standard Class,TC-21295,Toby Carlisle,Consumer,Hubli,Karnataka,India,Central Asia,FUR-TA-10002860,Furniture,Tables,998.1,3,0,419.13,No
4485,IN-2023-11448,2023-02-07,Standard Class,TC-21295,Toby Carlisle,Consumer,Hubli,Karnataka,India,Central Asia,OFF-EN-10000114,Office Supplies,Envelopes,11.4,1,0,0.21,No
4486,ID-2023-29151,2023-02-07,Standard Class,EB-13930,Eric Barreto,Consumer,Brisbane,Queensland,Australia,Oceania,FUR-FU-10003235,Furniture,Furnishings,203.904,2,0.1,2.244,No
4487,ID-2023-29151,2023-02-07,Standard Class,EB-13930,Eric Barreto,Consumer,Brisbane,Queensland,Australia,Oceania,TEC-AC-10001352,Technology,Accessories,199.26,4,0.1,2.1,No
4488,ID-2023-75610,2023-02-07,First Class,CS-12505,Cindy Stewart,Consumer,Nha Trang,Khánh Hòa,Vietnam,Southeast Asia,TEC-AC-10000398,Technology,Accessories,543.3507,9,0.47,-481.8393,No
4489,ID-2023-75610,2023-02-07,First Class,CS-12505,Cindy Stewart,Consumer,Nha Trang,Khánh Hòa,Vietnam,Southeast Asia,FUR-CH-10000025,Furniture,Chairs,313.5204,3,0.27,-30.0996,No
4490,ID-2023-75610,2023-02-07,First Class,CS-12505,Cindy Stewart,Consumer,Nha Trang,Khánh Hòa,Vietnam,Southeast Asia,OFF-BI-10004120,Office Supplies,Binders,132.5925,5,0.17,11.0925,No
4491,ID-2023-75610,2023-02-07,First Class,CS-12505,Cindy Stewart,Consumer,Nha Trang,Khánh Hòa,Vietnam,Southeast Asia,OFF-PA-10002479,Office Supplies,Paper,170.1168,4,0.17,63.4368,No
4492,IN-2023-21024,2023-02-07,Standard Class,SC-20020,Sam Craven,Consumer,Pimpri,Maharashtra,India,Central Asia,OFF-BI-10004651,Office Supplies,Binders,98.46,2,0,45.24,No
4493,IN-2023-58747,2023-02-08,Standard Class,LR-16915,Lena Radford,Consumer,Faridabad,Haryana,India,Central Asia,OFF-AR-10003774,Office Supplies,Art,182.76,4,0,74.88,No
4494,IN-2023-58747,2023-02-08,Standard Class,LR-16915,Lena Radford,Consumer,Faridabad,Haryana,India,Central Asia,OFF-BI-10001659,Office Supplies,Binders,36.3,5,0,6.45,No
4495,IN-2023-58747,2023-02-08,Standard Class,LR-16915,Lena Radford,Consumer,Faridabad,Haryana,India,Central Asia,OFF-EN-10001789,Office Supplies,Envelopes,61.47,3,0,4.86,No
4496,IN-2023-11357,2023-02-08,Standard Class,JH-15910,Jonathan Howell,Consumer,Bihar Sharif,Bihar,India,Central Asia,OFF-ST-10004382,Office Supplies,Storage,142.2,6,0,29.7,No
4497,IN-2023-11357,2023-02-08,Standard Class,JH-15910,Jonathan Howell,Consumer,Bihar Sharif,Bihar,India,Central Asia,FUR-FU-10003052,Furniture,Furnishings,159.12,3,0,60.39,No
4498,IN-2023-11357,2023-02-08,Standard Class,JH-15910,Jonathan Howell,Consumer,Bihar Sharif,Bihar,India,Central Asia,FUR-CH-10001138,Furniture,Chairs,514.53,3,0,210.87,No
4499,ID-2023-23495,2023-02-08,Standard Class,SH-20395,Shahid Hopkins,Consumer,Huainan,Anhui,China,North Asia,TEC-AC-10004813,Technology,Accessories,488.88,6,0,117.18,Yes
4500,ID-2023-23495,2023-02-08,Standard Class,SH-20395,Shahid Hopkins,Consumer,Huainan,Anhui,China,North Asia,TEC-PH-10001590,Technology,Phones,398.7,5,0,87.6,Yes
4501,ID-2023-23495,2023-02-08,Standard Class,SH-20395,Shahid Hopkins,Consumer,Huainan,Anhui,China,North Asia,OFF-BI-10004869,Office Supplies,Binders,169.38,6,0,81.18,Yes
4502,IN-2023-15459,2023-02-08,Standard Class,RF-19840,Roy Französisch,Consumer,Rizhao,Shandong,China,North Asia,TEC-AC-10002257,Technology,Accessories,46.32,1,0,16.2,No
4503,IN-2023-28892,2023-02-09,Standard Class,CK-12595,Clytie Kelty,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-BO-10003046,Furniture,Bookcases,364.8483,1,0.07,90.2283,No
4504,IN-2023-28892,2023-02-09,Standard Class,CK-12595,Clytie Kelty,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,TEC-CO-10001626,Technology,Copiers,1226.3445,5,0.07,118.5945,No
4505,IN-2023-28892,2023-02-09,Standard Class,CK-12595,Clytie Kelty,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-BO-10001216,Furniture,Bookcases,629.424,4,0.07,223.344,No
4506,IN-2023-36802,2023-02-09,Standard Class,BB-10990,Barry Blumstein,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-CH-10004331,Furniture,Chairs,393.9372,4,0.27,10.7772,No
4507,IN-2023-36802,2023-02-09,Standard Class,BB-10990,Barry Blumstein,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-AR-10003875,Office Supplies,Art,10.9281,1,0.27,-2.8719,No
4508,IN-2023-36802,2023-02-09,Standard Class,BB-10990,Barry Blumstein,Corporate,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-CH-10003822,Furniture,Chairs,515.088,8,0.27,140.928,No
4509,IN-2023-85340,2023-02-09,Same Day,BD-11725,Bruce Degenhardt,Consumer,Invercargill,Southland,New Zealand,Oceania,FUR-CH-10003312,Furniture,Chairs,340.86,2,0,122.7,No
4510,ID-2023-13086,2023-02-10,Standard Class,SV-20815,Stuart Van,Corporate,Rockhampton,Queensland,Australia,Oceania,FUR-TA-10000207,Furniture,Tables,2951.991,9,0.3,-632.799,No
4511,IN-2023-82001,2023-02-10,Second Class,HM-14860,Harry Marie,Corporate,Whangarei,Northland,New Zealand,Oceania,OFF-FA-10002790,Office Supplies,Fasteners,80.46,6,0,40.14,No
4512,ID-2023-50872,2023-02-11,Standard Class,SC-20680,Steve Carroll,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,TEC-AC-10000284,Technology,Accessories,22.2282,1,0.47,-7.5618,No
4513,ID-2023-50872,2023-02-11,Standard Class,SC-20680,Steve Carroll,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-SU-10001382,Office Supplies,Supplies,342.624,10,0.17,36.924,No
4514,ID-2023-50872,2023-02-11,Standard Class,SC-20680,Steve Carroll,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-AR-10003613,Office Supplies,Art,337.2456,8,0.17,52.6056,No
4515,ID-2023-18833,2023-02-11,Second Class,TB-21280,Toby Braunhardt,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-EN-10000645,Office Supplies,Envelopes,55.0935,3,0.47,-21.8565,No
4516,ID-2023-18833,2023-02-11,Second Class,TB-21280,Toby Braunhardt,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-CH-10001756,Furniture,Chairs,106.1055,3,0.27,23.2155,No
4517,ID-2023-18833,2023-02-11,Second Class,TB-21280,Toby Braunhardt,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,FUR-FU-10004704,Furniture,Furnishings,96.2505,3,0.27,-2.6595,No
4518,ID-2023-18833,2023-02-11,Second Class,TB-21280,Toby Braunhardt,Consumer,Surabaya,Jawa Timur,Indonesia,Southeast Asia,OFF-BI-10004700,Office Supplies,Binders,38.1717,3,0.17,5.5017,No
